"","price","lot_size","waterfront","age","land_value","construction","air_cond","fuel","heat","sewer","living_area","fireplaces","bathrooms","rooms"
"896",140000,0.15,"No",19,15100,"No","No","Electric","Electric","Public",1628,0,2.5,6
"897",137900,0.16,"No",17,15100,"No","No","Electric","Electric","Public",1592,0,1.5,5
"898",144000,0.06,"No",54,3600,"No","No","Electric","Electric","Public",1344,0,1,7
"899",131600,0.16,"No",17,15100,"No","No","Electric","Electric","Public",1385,1,1.5,7
"900",123500,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1385,0,1.5,4
"901",123000,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1679,0,1.5,4
"902",109000,0.15,"No",20,15700,"No","No","Electric","Electric","Public",908,0,1,3
"903",173000,0.31,"No",16,27000,"No","Yes","Gas","Hot Air","Public",1527,1,2,7
"904",105000,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,0,1.5,3
"905",122500,0.15,"No",18,15100,"No","No","Electric","Electric","Public",1184,0,1.5,3
"906",191000,0.46,"No",26,24500,"No","No","Electric","Electric","Public",1719,1,1.5,5
"907",149000,0.16,"No",19,15100,"No","No","Electric","Electric","Private",1080,1,1,5
"908",205000,0.33,"No",16,27000,"No","No","Electric","Electric","Public",2118,1,2,10
"909",225000,0.33,"No",16,27000,"No","No","Electric","Electric","Public",2527,0,1.5,8
"910",210000,0.49,"No",15,25000,"No","No","Gas","Hot Air","Private",1592,1,1.5,7
"911",188900,0.32,"No",18,27000,"No","No","Electric","Electric","Public",1294,0,1,4
"912",192000,0.94,"No",33,25200,"No","No","Gas","Hot Water","Private",1974,1,2.5,9
"913",137500,0.16,"No",17,15700,"No","No","Electric","Electric","Public",988,1,2,3
"914",200000,0.36,"No",20,27000,"No","No","Gas","Hot Air","Public",1508,1,2,7
"915",126000,0.16,"No",17,15600,"No","No","Electric","Electric","Public",908,0,1,4
"916",214500,0.35,"No",20,27000,"No","No","Electric","Electric","Public",1910,1,2,10
"917",152000,0.15,"No",18,15700,"No","No","Electric","Electric","Public",912,0,1.5,7
"918",115000,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,0,1.5,7
"919",88000,0.16,"No",19,15700,"No","No","Electric","Electric","Public",988,0,2,5
"920",170000,0.35,"No",20,27000,"No","No","Electric","Electric","Public",1748,0,2,6
"921",137000,0.16,"No",18,15700,"No","No","Electric","Electric","Public",912,1,1.5,6
"922",145000,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1385,0,1.5,7
"923",202000,0.43,"No",15,25000,"No","No","Gas","Hot Air","Private",1300,0,1.5,4
"924",130000,0.15,"No",17,15600,"No","No","Electric","Electric","Public",908,0,1,5
"925",265000,1,"No",25,21700,"No","No","Electric","Electric","Private",1900,0,2,8
"926",185000,0.33,"No",16,27000,"No","No","Electric","Electric","Public",2191,1,2.5,8
"927",130000,0.16,"No",25,15100,"No","Yes","Gas","Hot Air","Public",1080,1,1,5
"928",190000,0.59,"No",15,25000,"No","Yes","Gas","Hot Air","Private",1300,1,1.5,5
"929",204000,0.4,"No",1,15000,"No","No","Gas","Hot Air","Public",2458,1,2.5,11
"930",125000,0.35,"No",22,10500,"No","No","Electric","Electric","Public",1040,0,1,8
"931",349900,0.44,"No",0,13000,"Yes","No","Gas","Hot Air","Public",2886,1,3,11
"932",142000,0.14,"No",8,3700,"No","No","Gas","Hot Air","Public",1840,0,1,7
"933",132500,0.37,"No",19,13000,"No","No","Electric","Electric","Public",1988,0,1,5
"934",220000,1,"No",43,22900,"No","No","Oil","Hot Air","Private",672,0,1,5
"935",160000,1.96,"No",13,18400,"No","No","Oil","Hot Air","Private",1512,0,2,6
"936",156900,0.28,"No",52,23200,"No","No","Oil","Hot Air","Private",1635,0,1.5,5
"937",138000,0.31,"No",39,25100,"No","No","Gas","Hot Air","Public",1672,0,1.5,5
"938",166000,0.25,"No",26,29000,"No","Yes","Gas","Hot Air","Public",1892,2,2,6
"939",195000,0.56,"No",18,30800,"No","No","Gas","Hot Water","Public",1652,1,2,6
"940",295600,0.6,"No",21,91600,"No","Yes","Gas","Hot Air","Private",2513,1,2.5,8
"941",460000,0.47,"No",1,14100,"No","Yes","Gas","Hot Air","Public",3336,1,3.5,12
"942",126000,0.05,"No",17,16000,"No","Yes","Gas","Hot Air","Public",1302,1,1.5,4
"943",220300,0.58,"No",16,38200,"No","Yes","Gas","Hot Air","Public",2006,1,2,5
"944",175000,0.29,"No",27,22700,"No","Yes","Gas","Hot Air","Public",1836,1,1.5,8
"945",255000,1,"No",49,69600,"No","No","Oil","Hot Air","Private",1994,1,2,9
"946",185000,0.5,"No",19,29000,"No","No","Gas","Hot Water","Public",1652,1,2,6
"947",234000,0.57,"No",8,31100,"No","No","Gas","Hot Air","Public",1888,1,2.5,7
"948",133500,0.08,"No",19,17200,"No","Yes","Gas","Hot Air","Public",1480,1,1.5,5
"949",151000,0.2,"No",19,19000,"No","No","Electric","Electric","Public",1234,1,2,7
"950",157500,0.3,"No",31,24500,"No","No","Gas","Hot Air","Public",1778,1,1.5,7
"951",285000,0.65,"No",23,72000,"No","Yes","Gas","Hot Air","Public",2514,1,2.5,10
"952",217500,0.56,"No",35,30800,"No","No","Gas","Hot Water","Public",2700,1,2.5,10
"953",300000,0.7,"No",21,39200,"No","Yes","Gas","Hot Air","Public",2330,1,3.5,8
"954",161225,0.6,"No",33,32000,"No","No","Gas","Hot Water","Public",2676,1,2.5,11
"955",217000,2.85,"No",25,54700,"No","Yes","Electric","Electric","Private",2180,1,2,8
"956",250000,0.47,"No",21,48300,"No","Yes","Gas","Hot Air","Public",2284,1,2.5,9
"957",124000,0.06,"No",19,16400,"No","No","Electric","Electric","Public",1314,0,1.5,6
"958",248000,0.41,"No",35,44300,"No","No","Gas","Hot Air","Private",2396,1,2.5,11
"959",187000,0.57,"No",45,33200,"No","No","Gas","Hot Water","Private",2088,1,2,8
"960",195000,0.48,"No",39,28200,"No","No","Gas","Hot Water","Public",2310,1,2.5,11
"961",239900,0.53,"No",19,65800,"No","Yes","Gas","Hot Air","Public",2040,1,2.5,10
"962",475000,12.2,"No",19,111300,"No","Yes","Electric","Hot Air","Private",2599,1,2.5,11
"963",246000,0.61,"No",16,29100,"No","No","Gas","Hot Water","Public",1702,1,1.5,6
"964",219900,0.49,"No",18,28600,"No","No","Gas","Hot Water","Public",2125,1,2.5,8
"965",193500,0.6,"No",38,32000,"No","No","Gas","Hot Water","Public",2310,1,2.5,10
"966",122000,0.12,"No",31,18200,"No","Yes","Gas","Hot Air","Public",1431,0,1.5,8
"967",118000,0.15,"No",20,18500,"No","No","Gas","Hot Water","Public",924,0,1,7
"968",125000,0.77,"No",126,36300,"No","No","Gas","Hot Air","Private",1799,1,1,6
"969",101000,0.26,"No",23,18200,"No","No","Electric","Electric","Public",976,0,2,5
"970",249000,0.66,"No",19,53000,"No","Yes","Gas","Hot Air","Public",2217,1,2.5,8
"971",180000,0.57,"No",102,25800,"No","No","Oil","Hot Water","Private",1969,2,1,6
"972",292500,0.47,"No",19,75200,"No","Yes","Gas","Hot Air","Public",2376,1,2.5,8
"973",199500,0.48,"No",18,36700,"No","No","Gas","Hot Water","Public",1585,1,1.5,5
"974",205100,0.46,"No",32,32700,"No","No","Gas","Hot Air","Public",1453,1,2,7
"975",330000,0.57,"No",12,67300,"No","Yes","Oil","Hot Air","Public",2973,1,3,11
"976",179000,0.43,"No",37,31400,"No","No","Gas","Hot Air","Public",1612,1,1.5,7
"977",342000,0.58,"No",4,17400,"No","Yes","Gas","Hot Air","Public",2734,1,2.5,9
"978",145000,0.15,"No",22,18500,"No","Yes","Electric","Electric","Public",1479,1,1.5,5
"979",66000,0.14,"No",19,18400,"No","Yes","Electric","Electric","Public",945,0,1,3
"980",269900,0.4,"No",25,25000,"No","No","Gas","Hot Water","Public",1938,1,2.5,8
"981",154000,0.1,"No",174,32800,"No","No","Oil","Hot Air","Private",1364,1,1,9
"982",454900,0.5,"No",2,15000,"No","Yes","Gas","Hot Air","Public",3242,1,2.5,11
"983",249900,0.42,"No",23,57500,"No","Yes","Gas","Hot Air","Public",1571,2,2,7
"984",165000,0.09,"No",21,17600,"No","Yes","Electric","Electric","Public",1314,1,1.5,6
"985",329000,0.46,"No",3,16100,"No","Yes","Gas","Hot Air","Public",2413,1,1.5,11
"986",49387,0.48,"No",56,31800,"No","No","Oil","Hot Air","Private",900,1,1,5
"987",445000,0.58,"No",0,17400,"No","Yes","Gas","Hot Air","Public",3157,1,3.5,10
"988",73000,0.28,"No",102,22400,"No","No","Oil","Hot Water","Private",908,1,1,7
"989",125000,0.13,"No",20,18300,"No","No","Electric","Electric","Public",924,0,1,6
"990",146500,0.12,"No",18,18200,"No","Yes","Electric","Electric","Public",1138,1,1,6
"991",209000,0.45,"No",38,27000,"No","No","Gas","Hot Water","Public",2310,1,2.5,12
"992",196500,0.46,"No",30,30400,"No","No","Gas","Hot Air","Public",1874,1,2,9
"993",157000,0.29,"No",20,20300,"No","No","Electric","Electric","Public",1228,0,1.5,6
"994",125500,0.06,"No",19,16400,"No","Yes","Gas","Hot Air","Public",1479,1,1.5,5
"995",190000,0.44,"No",38,31800,"No","No","Gas","Hot Air","Public",1612,0,1.5,6
"996",250000,0.49,"No",22,48800,"No","Yes","Electric","Electric","Public",2088,1,2.5,6
"997",255000,0.4,"No",4,30000,"No","No","Gas","Hot Air","Public",2131,1,2.5,10
"998",129700,0.15,"No",20,18500,"No","No","Gas","Hot Air","Public",924,1,1,5
"999",65000,0.34,"No",74,24800,"No","No","Electric","Electric","Private",1692,0,1.5,8
"1000",107000,0.28,"No",82,12600,"No","No","Gas","Hot Air","Private",1568,0,1,7
"1001",255000,0.57,"No",35,33200,"No","Yes","Gas","Hot Air","Public",2262,1,2.5,9
"1002",398000,0.61,"No",8,71200,"No","Yes","Gas","Hot Air","Public",2960,1,2.5,10
"1003",176000,0.45,"No",31,27000,"No","No","Gas","Hot Water","Public",1683,1,2.5,8
"1004",249900,0.86,"No",36,35800,"No","Yes","Gas","Hot Water","Public",2680,1,3.5,12
"1005",244900,0.38,"No",26,40100,"No","No","Oil","Hot Air","Private",2742,1,3,8
"1006",220000,0.5,"No",30,29000,"No","No","Gas","Hot Water","Public",2012,1,2.5,10
"1007",241000,0.35,"No",31,27800,"No","No","Gas","Hot Air","Public",2702,1,1.5,9
"1008",159900,0.13,"No",21,18300,"No","Yes","Gas","Hot Air","Public",1314,1,1.5,6
"1009",177555,0.56,"No",38,34800,"No","No","Gas","Hot Air","Public",1672,1,1.5,8
"1010",95000,0.2,"No",55,7700,"No","No","Oil","Hot Air","Private",1200,0,1,4
"1011",5000,0.29,"No",4,35800,"No","Yes","Gas","Hot Air","Public",1700,1,2.5,6
"1012",264900,0.5,"No",40,29000,"No","No","Gas","Hot Water","Public",2652,1,3.5,12
"1013",315000,0.77,"No",16,74400,"No","Yes","Gas","Hot Water","Public",3062,1,2.5,9
"1014",155000,0.09,"No",25,17600,"No","Yes","Gas","Hot Air","Public",1290,1,1.5,5
"1015",130000,0.22,"No",23,15400,"No","No","Electric","Electric","Public",1012,0,2,5
"1016",238000,0.71,"No",35,35100,"No","No","Gas","Hot Water","Public",2310,1,2.5,7
"1017",224000,0.33,"No",31,26500,"No","No","Gas","Hot Air","Public",2026,1,2.5,7
"1018",211000,1,"No",18,31800,"No","Yes","Gas","Hot Air","None",1404,0,1,6
"1019",279000,0.23,"No",13,34100,"No","Yes","Gas","Hot Air","Private",1782,0,1,8
"1020",242000,0.11,"No",15,42000,"No","Yes","Gas","Hot Air","Public",2002,1,2.5,8
"1021",199875,0.61,"No",36,35100,"No","Yes","Gas","Hot Air","Public",1782,1,1.5,7
"1022",259900,0.46,"No",11,27400,"No","Yes","Oil","Hot Air","Public",2212,1,2.5,10
"1023",200000,1.28,"No",84,34600,"No","Yes","Oil","Electric","Private",1872,0,1,7
"1024",212000,0.71,"No",36,35100,"No","No","Gas","Hot Water","Public",1804,1,2.5,7
"1025",230000,0.47,"No",41,27800,"No","No","Gas","Hot Water","Public",1910,1,2.5,5
"1026",189000,0.42,"No",28,30900,"No","Yes","Gas","Hot Air","Public",1632,1,1.5,7
"1027",313635,1.93,"No",16,131500,"No","Yes","Gas","Hot Air","Private",3824,2,4,12
"1028",185000,0.48,"No",32,33600,"No","No","Gas","Hot Air","Public",1196,0,1.5,5
"1029",239900,0.42,"No",30,23200,"No","Yes","Gas","Hot Water","Public",2259,1,2.5,11
"1030",202000,0.48,"No",39,25400,"No","Yes","Gas","Hot Water","Public",1690,1,2,6
"1031",155000,0.12,"No",19,18200,"No","Yes","Gas","Hot Water","Public",1227,1,2,6
"1032",120000,1.48,"No",57,36000,"No","No","Gas","Hot Air","Private",1278,1,1,7
"1033",78000,0.33,"No",77,33500,"No","No","Oil","Hot Air","Private",668,0,1,2
"1034",311000,0.46,"No",17,60500,"No","Yes","Gas","Hot Water","Public",2762,1,2.5,8
"1035",198000,0.32,"No",38,42500,"No","No","Gas","Hot Air","Private",1558,1,1,4
"1036",158500,0.92,"No",11,36100,"No","No","Electric","Electric","Private",1352,0,2,5
"1037",227000,0.46,"No",37,27400,"No","No","Gas","Hot Water","Public",1920,1,2.5,9
"1038",265900,0.34,"No",6,36000,"No","No","Gas","Hot Air","Public",1940,1,2.5,7
"1039",163000,0.23,"No",30,19300,"No","No","Gas","Hot Air","Public",1249,0,1.5,8
"1040",165000,0.28,"No",27,19600,"No","No","Gas","Hot Water","Public",1576,0,2.5,4
"1041",151000,0.07,"No",30,16800,"No","Yes","Gas","Hot Air","Public",1419,0,1.5,4
"1042",200000,0.29,"No",4,35800,"No","Yes","Gas","Hot Air","Public",1700,1,2.5,7
"1043",299900,0.77,"No",15,38700,"No","Yes","Gas","Hot Air","Public",2748,1,3.5,8
"1044",210000,0.33,"No",18,35500,"No","Yes","Gas","Hot Air","Public",1792,1,2.5,7
"1045",220000,0.66,"No",36,35300,"No","No","Electric","Electric","Private",1724,0,1.5,8
"1046",326900,1,"No",15,83600,"No","Yes","Gas","Hot Air","Public",2692,1,3.5,8
"1047",204900,0.39,"No",29,24600,"No","No","Oil","Hot Water","Public",1734,1,2.5,7
"1048",234000,0.31,"No",32,25100,"No","No","Gas","Hot Air","Public",2014,1,1.5,7
"1049",236000,0.42,"No",36,30900,"No","No","Gas","Hot Air","Public",2056,1,1.5,9
"1050",124000,0.46,"No",36,32700,"No","No","Gas","Hot Air","Public",1745,0,1.5,6
"1051",199100,0.14,"No",13,18400,"No","Yes","Gas","Hot Air","Public",1352,1,1.5,5
"1052",245000,0.5,"No",30,29000,"No","No","Gas","Hot Water","Public",2259,1,2.5,9
"1053",264000,0.35,"No",33,35300,"No","No","Gas","Hot Air","Private",2572,1,2.5,11
"1054",105000,0.15,"No",18,18500,"No","No","Electric","Electric","Public",924,1,1,7
"1055",187000,0.32,"No",21,35000,"No","Yes","Gas","Hot Air","Public",2000,0,1.5,7
"1056",127000,0.17,"No",21,11900,"No","Yes","Gas","Hot Air","Public",929,0,1.5,6
"1057",100000,0.48,"No",42,15800,"No","No","Oil","Hot Air","Private",1540,0,1,7
"1058",251000,0.77,"No",44,47000,"No","Yes","Oil","Hot Air","Private",1730,1,2,9
"1059",105000,0.95,"No",50,36800,"No","No","Oil","Hot Water","Private",1500,1,1,5
"1060",431250,0.53,"No",10,65800,"No","Yes","Gas","Hot Air","Public",2522,1,2.5,12
"1061",149900,0.06,"No",19,16400,"No","Yes","Electric","Electric","Public",1479,1,1.5,4
"1062",180000,0.46,"No",36,32700,"No","Yes","Gas","Hot Air","Public",1922,1,1.5,9
"1063",123500,0.18,"No",20,12600,"No","No","Gas","Hot Air","Public",1215,1,1.5,5
"1064",253000,0.47,"No",33,33200,"No","Yes","Gas","Hot Air","Public",2772,2,3,12
"1065",330000,0.47,"No",6,16500,"No","No","Gas","Hot Air","Public",2574,0,2.5,12
"1066",124500,0.19,"No",21,18900,"No","No","Electric","Electric","Public",945,0,1,3
"1067",424200,1.82,"No",19,130700,"No","Yes","Gas","Hot Air","Public",2914,1,3.5,10
"1068",120000,0.21,"No",19,14700,"No","Yes","Electric","Electric","Public",1480,0,1.5,7
"1069",205000,0.42,"No",32,29400,"No","No","Gas","Hot Air","Public",1914,1,1.5,5
"1070",175000,0.36,"No",27,37000,"No","Yes","Gas","Hot Air","Public",1354,1,2,5
"1071",295000,0.49,"No",4,36900,"No","Yes","Gas","Hot Air","Public",2302,1,2.5,7
"1072",156500,0.21,"No",19,19100,"No","Yes","Electric","Electric","Public",1234,1,2,6
"1073",143000,0.09,"No",18,17600,"No","Yes","Electric","Electric","Public",1480,0,1.5,6
"1074",215000,0.29,"No",27,33000,"No","Yes","Gas","Hot Air","Public",1665,1,2,5
"1075",287000,0.4,"No",6,12000,"No","No","Gas","Hot Air","Public",2182,1,2.5,10
"1076",122500,0.23,"No",18,19300,"No","No","Electric","Electric","Public",924,1,1,7
"1077",180000,1,"No",19,49300,"No","No","Electric","Electric","Public",1220,0,2,5
"1078",143000,0.09,"No",18,17600,"No","Yes","Electric","Electric","Public",1480,0,1.5,8
"1079",137000,0.08,"No",21,17200,"No","No","Electric","Electric","Public",1375,1,1.5,3
"1080",271000,0.47,"No",22,61300,"No","Yes","Gas","Hot Air","Public",2003,1,2.5,7
"1081",129900,0.07,"No",15,1800,"No","Yes","Gas","Hot Air","Public",1480,1,2.5,5
"1082",133000,0.06,"No",15,1600,"No","Yes","Gas","Hot Air","Public",1480,0,1.5,6
"1083",179000,0.25,"No",11,8300,"No","Yes","Gas","Hot Air","Public",1456,0,1,8
"1084",302000,0.72,"No",5,27200,"No","No","Gas","Hot Air","Private",1888,1,2.5,9
"1085",168000,0.92,"No",28,8700,"No","No","Oil","Hot Air","Private",1112,0,1,8
"1086",120000,0.19,"No",16,3400,"No","No","Gas","Hot Air","Public",1480,1,1.5,6
"1087",119000,0.07,"No",15,1800,"No","Yes","Electric","Hot Air","Public",1480,1,2.5,3
"1088",168000,0.35,"No",27,7900,"No","Yes","Gas","Hot Water","Private",1836,0,2,5
"1089",124900,0.98,"No",96,16100,"No","No","Oil","Hot Water","Public",1522,0,2,7
"1090",415000,2.92,"No",1,20000,"No","Yes","Gas","Hot Air","Private",2709,1,2.5,10
"1091",150000,0.99,"No",10,9900,"No","Yes","Oil","Hot Air","Private",1020,0,2,5
"1092",310000,4,"No",20,14000,"No","No","Gas","Hot Water","Private",2208,1,2,10
"1093",157000,0.46,"No",18,7800,"No","No","Electric","Electric","Private",1368,0,1,7
"1094",205000,0.8,"No",28,18000,"No","No","Gas","Hot Air","Private",2488,1,2.5,7
"1095",275000,0.46,"No",7,18400,"No","No","Gas","Hot Air","Public",1865,0,2.5,8
"1096",320000,0.46,"No",10,18400,"No","Yes","Gas","Hot Air","Private",3174,0,4,12
"1097",380000,0.74,"No",17,23000,"No","Yes","Gas","Hot Air","Private",2944,1,2.5,12
"1098",119900,0.46,"No",23,7800,"No","No","Gas","Hot Air","Private",960,0,1,4
"1099",345000,0.82,"No",15,15000,"No","No","Gas","Hot Air","Private",3142,1,2.5,11
"1100",145000,0.46,"No",32,11500,"No","No","Oil","Hot Air","Private",1666,1,2,9
"1101",123000,0.07,"No",77,14100,"No","No","Oil","Hot Air","Private",708,1,1,7
"1102",202500,0.79,"No",17,17900,"No","Yes","Oil","Hot Air","Private",1598,1,2,8
"1103",182000,1,"No",13,4000,"No","Yes","Gas","Hot Air","Private",1564,1,2,4
"1104",175000,0.63,"No",14,5500,"No","No","Gas","Hot Air","Private",1224,0,1.5,7
"1105",132500,0.21,"No",77,3500,"No","No","Gas","Hot Air","Public",1379,0,1,7
"1106",239000,0.41,"No",41,25400,"No","No","Gas","Hot Water","Public",2310,1,2.5,7
"1107",86125,0.01,"No",14,1200,"No","No","Gas","Hot Water","Public",960,0,1.5,6
"1108",245000,1.28,"No",16,50000,"No","No","Electric","Electric","Private",960,0,1,8
"1109",229900,1.64,"No",52,25700,"No","No","Gas","Hot Water","Private",1820,2,2.5,7
"1110",129000,0.33,"No",95,2500,"No","No","Oil","Hot Water","Private",1632,0,2,4
"1111",200000,0.09,"No",90,5900,"No","No","Gas","Hot Air","Public",1594,0,2,3
"1112",144200,1.19,"No",16,17900,"No","No","Oil","Hot Water","Private",1290,0,2,5
"1113",166000,0.4,"No",11,300,"No","No","Gas","Hot Air","Private",1560,0,1.5,7
"1114",178000,0.9,"No",46,7400,"No","No","Oil","Hot Air","Private",1453,1,1.5,7
"1115",165000,1,"No",40,17000,"No","No","Oil","Hot Water","Private",1664,1,2,8
"1116",218000,0.1,"No",18,16200,"No","Yes","Electric","Electric","Private",2169,1,2.5,10
"1117",175000,0.02,"No",9,20000,"No","No","Gas","Hot Air","Private",1420,0,1,8
"1118",145000,0.18,"No",71,3100,"No","No","Gas","Hot Air","Public",1441,0,1.5,8
"1119",195000,0.76,"No",4,18100,"No","No","Gas","Hot Air","Private",1016,0,1.5,5
"1120",288139,0.46,"No",0,15200,"Yes","No","Gas","Hot Air","Public",2947,1,2.5,10
"1121",187500,0.59,"No",11,16700,"No","No","Oil","Hot Air","Private",1652,0,1.5,5
"1122",255000,0.91,"No",105,13200,"No","No","Oil","Hot Air","Private",1927,0,1.5,7
"1123",145000,1,"No",11,16000,"No","No","Gas","Hot Air","Private",960,0,1,5
"1124",183000,0.46,"No",28,15700,"No","No","Electric","Electric","Private",1804,1,1.5,7
"1125",318310,0.23,"No",1,72300,"No","No","Gas","Hot Air","Private",2616,1,2.5,8
"1126",192500,1.2,"No",42,17900,"No","No","Oil","Hot Air","Private",1116,0,1.5,6
"1127",195000,1,"No",52,19200,"No","No","Oil","Hot Water","Private",2147,1,1.5,7
"1128",138000,0.87,"No",36,17400,"No","No","Oil","Hot Air","Private",876,2,1.5,3
"1129",230000,0.79,"No",26,16100,"No","No","Electric","Electric","Private",2102,1,2.5,10
"1130",237500,1,"No",15,12100,"No","No","Oil","Hot Air","Private",1776,1,1.5,5
"1131",375000,4.84,"No",3,21500,"No","Yes","Gas","Hot Water","Private",1996,1,3,8
"1132",105000,0.16,"No",165,7200,"No","No","Gas","Hot Air","Public",1759,0,1,5
"1133",168000,1,"No",10,16200,"No","No","Gas","Hot Air","Private",1014,0,1,7
"1134",221000,0.29,"No",5,7400,"No","No","Gas","Hot Water","Public",2270,0,2.5,10
"1135",135000,0.31,"No",85,3400,"No","No","Oil","Hot Air","Public",1548,0,1.5,8
"1136",129900,0.39,"No",3,15000,"No","No","Gas","Hot Air","Public",1620,0,2,4
"1137",344100,1.05,"No",40,49800,"No","Yes","Gas","Hot Air","Private",2608,2,2.5,8
"1138",112000,1,"No",15,24500,"No","No","Electric","Electric","Private",1080,0,2,4
"1139",380000,0.3,"Yes",76,38300,"No","Yes","Gas","Hot Air","Public",1140,0,2,5
"1140",125000,0.6,"No",34,2700,"No","No","Gas","Hot Air","Private",1152,0,1,5
"1141",145000,5.52,"No",20,5900,"No","No","Electric","Electric","Private",1056,0,1,7
"1142",190000,0.48,"No",2,13400,"No","No","Gas","Electric","Private",1257,0,2,8
"1143",135000,0.15,"No",25,7200,"No","No","Gas","Hot Water","Public",936,1,1.5,3
"1144",58500,0.04,"No",30,1400,"No","No","Electric","Electric","Public",1140,0,1.5,5
"1145",80500,0.01,"No",14,1200,"No","No","Gas","Hot Water","Public",960,0,1.5,3
"1146",150410,0.25,"No",6,15000,"No","No","Gas","Hot Air","Public",1058,0,1.5,4
"1147",170000,1,"No",29,23000,"No","No","Electric","Electric","Private",768,0,1,6
"1148",242551,2,"No",14,38900,"No","No","Oil","Hot Air","Private",2048,1,2.5,10
"1149",176500,0.29,"No",7,1100,"No","No","Gas","Hot Air","Public",1198,1,2,3
"1150",212000,1,"No",27,5000,"No","Yes","Electric","Electric","Private",2430,0,1,9
"1151",135000,0.41,"No",35,1300,"No","No","Oil","Hot Water","Private",918,0,1,7
"1152",215000,0.89,"No",46,4500,"No","Yes","Oil","Hot Air","Private",2722,1,1.5,11
"1153",262000,0.46,"No",0,11100,"No","No","Gas","Hot Air","Public",2364,1,2.5,8
"1154",155000,1,"No",15,5000,"No","No","Oil","Hot Water","Private",1440,0,1,4
"1155",207000,0.27,"No",27,4600,"No","No","Oil","Hot Air","Public",1744,0,1,7
"1156",185000,0.14,"No",105,600,"No","No","Oil","Hot Water","Public",2280,0,1.5,10
"1157",92200,0.42,"No",130,1700,"No","No","Oil","Hot Water","Public",1736,0,2,5
"1158",111000,0.74,"No",95,2700,"No","No","Oil","Hot Air","Private",883,0,1,2
"1159",97000,0.1,"No",145,600,"No","No","Gas","Hot Water","Public",1001,0,1,5
"1160",200000,1.73,"No",34,11500,"No","No","Oil","Hot Water","Private",1296,0,1,5
"1161",230000,0.47,"No",14,16400,"No","No","Electric","Electric","Private",2304,1,2.5,9
"1162",299900,0.62,"No",13,28500,"No","No","Gas","Hot Air","Private",2076,1,2.5,9
"1163",183855,0.34,"No",51,19000,"No","No","Oil","Hot Air","Private",1468,0,1,5
"1164",174900,0.34,"No",50,19000,"No","No","Gas","Hot Water","Private",1272,1,1.5,5
"1165",335000,3.28,"No",11,39900,"No","Yes","Oil","Hot Air","Private",1900,1,2.5,9
"1166",208000,0.47,"No",53,23700,"No","No","Oil","Hot Water","Private",1548,0,1.5,8
"1167",380000,2,"No",35,36600,"No","No","Electric","Electric","Private",2212,1,1.5,8
"1168",289900,0.3,"No",0,35800,"No","No","Gas","Hot Air","Public",2376,1,2.5,10
"1169",188000,0.41,"No",33,13500,"No","Yes","Oil","Hot Air","Private",1712,1,1.5,7
"1170",600000,0.99,"No",1,5000,"No","Yes","Gas","Hot Air","Public",2660,1,3.5,8
"1171",262000,0.29,"No",5,25000,"No","Yes","Oil","Hot Water","Private",1487,0,3,5
"1172",220000,2.03,"No",30,10200,"No","No","Electric","Electric","Private",1532,1,1.5,8
"1173",275000,0.61,"No",21,16100,"No","Yes","Gas","Hot Air","Private",2486,1,2.5,11
"1174",215000,0.46,"No",25,13800,"No","No","Gas","Hot Air","Private",1918,0,2,8
"1175",100000,0.51,"No",47,14600,"No","No","Oil","Hot Water","Public",1270,0,1,7
"1176",158500,0.17,"No",19,15200,"No","No","Electric","Electric","Public",1406,0,1.5,7
"1177",148900,0.15,"No",18,15100,"No","No","Electric","Electric","Public",1385,0,1.5,6
"1178",218000,0.45,"No",16,25000,"No","No","Gas","Hot Air","Private",1300,0,1.5,4
"1179",355840,0.87,"No",0,108900,"Yes","No","Gas","Hot Air","Public",3259,1,2.5,10
"1180",168000,0.08,"No",9,1000,"No","Yes","Gas","Hot Air","Private",1536,0,1.5,7
"1181",171000,0.58,"No",14,19000,"No","No","Oil","Hot Air","None",1636,1,1.5,9
"1182",195000,0.41,"No",15,18700,"No","No","Gas","Hot Air","Private",1944,1,1.5,7
"1183",201880,0.46,"No",19,18800,"No","No","Gas","Hot Air","Private",1676,1,2,7
"1184",145000,0.47,"No",12,10700,"No","Yes","Gas","Hot Air","Private",1040,0,1,5
"1185",206000,0.01,"No",13,1000,"No","Yes","Gas","Hot Air","Private",1800,1,2.5,7
"1186",78000,0.14,"No",85,7800,"No","No","Oil","Hot Air","Private",1394,1,1.5,6
"1187",320900,0.47,"Yes",5,20400,"No","No","Oil","Hot Water","Private",1885,1,2,7
"1188",159000,0.61,"No",1,19500,"No","No","Oil","Hot Water","Private",1056,0,2,4
"1189",180000,0.16,"No",38,54900,"No","No","Gas","Hot Air","Public",1593,0,1.5,4
"1190",129900,0.05,"No",125,45000,"No","No","Oil","Hot Water","Public",1436,0,1,5
"1191",150000,0.38,"No",34,57800,"No","No","Gas","Hot Air","Public",1668,1,1.5,5
"1192",171134,0.25,"No",35,50000,"No","No","Gas","Hot Air","Public",1302,0,2,4
